"t3.large",0.1316,"2","8 GiB","Windows","EBS only","Up to 5 Gigabit"
"t3.medium",0.052,"2","4 GiB","Linux","EBS only","Up to 5 Gigabit"
"t3.medium",0.0704,"2","4 GiB","Windows","EBS only","Up to 5 Gigabit"
"t3.micro",0.013,"2","1 GiB","Linux","EBS only","Up to 5 Gigabit"
"t3.micro",0.0222,"2","1 GiB","Windows","EBS only","Up to 5 Gigabit"
"t3.nano",0.0065,"2","0.5 GiB","Linux","EBS only","Up to 5 Gigabit"
"t3.nano",0.0111,"2","0.5 GiB","Windows","EBS only","Up to 5 Gigabit"
"t3.small",0.026,"2","2 GiB","Linux","EBS only","Up to 5 Gigabit"
"t3.small",0.0444,"2","2 GiB","Windows","EBS only","Up to 5 Gigabit"
"t3.xlarge",0.208,"4","16 GiB","Linux","EBS only","Up to 5 Gigabit"
"t3.xlarge",0.2816,"4","16 GiB","Windows","EBS only","Up to 5 Gigabit"
"t3a.2xlarge",0.3744,"8","32 GiB","Linux","EBS only","Up to 5 Gigabit"
"t3a.2xlarge",0.5216,"8","32 GiB","Windows","EBS only","Up to 5 Gigabit"
"t3a.large",0.0936,"2","8 GiB","Linux","EBS only","Up to 5 Gigabit"
"t3a.large",0.1212,"2","8 GiB","Windows","EBS only","Up to 5 Gigabit"
"t3a.medium",0.0468,"2","4 GiB","Linux","EBS only","Up to 5 Gigabit"
"t3a.medium",0.0652,"2","4 GiB","Windows","EBS only","Up to 5 Gigabit"
"t3a.micro",0.0117,"2","1 GiB","Linux","EBS only","Up to 5 Gigabit"
"t3a.micro",0.0209,"2","1 GiB","Windows","EBS only","Up to 5 Gigabit"
"t3a.nano",0.0059,"2","0.5 GiB","Linux","EBS only","Up to 5 Gigabit"
"t3a.nano",0.0105,"2","0.5 GiB","Windows","EBS only","Up to 5 Gigabit"
"t3a.small",0.0234,"2","2 GiB","Linux","EBS only","Up to 5 Gigabit"
"t3a.small",0.0418,"2","2 GiB","Windows","EBS only","Up to 5 Gigabit"
"t3a.xlarge",0.1872,"4","16 GiB","Linux","EBS only","Up to 5 Gigabit"
"t3a.xlarge",0.2608,"4","16 GiB","Windows","EBS only","Up to 5 Gigabit"
"t4g.2xlarge",0.3328,"8","32 GiB","Linux","EBS only","Up to 5 Gigabit"
"t4g.large",0.0832,"2","8 GiB","Linux","EBS only","Up to 5 Gigabit"
"t4g.medium",0.0416,"2","4 GiB","Linux","EBS only","Up to 5 Gigabit"
"t4g.micro",0.0104,"2","1 GiB","Linux","EBS only","Up to 5 Gigabit"
"t4g.nano",0.0052,"2","0.5 GiB","Linux","EBS only","Up to 5 Gigabit"
"t4g.small",0.0208,"2","2 GiB","Linux","EBS only","Up to 5 Gigabit"
"t4g.xlarge",0.1664,"4","16 GiB","Linux","EBS only","Up to 5 Gigabit"
"u-6tb1.112xlarge",65.867,"448","6144 GiB","Linux","EBS only","100 Gigabit"
"u-6tb1.112xlarge",86.475,"448","6144 GiB","Windows","EBS only","100 Gigabit"
"u-6tb1.56xlarge",55.9796,"224","6144 GiB","Linux","EBS only","100 Gigabit"
"u-6tb1.56xlarge",66.2836,"224","6144 GiB","Windows","EBS only","100 Gigabit"
"x1.16xlarge",9.671,"64","976 GiB","Linux","1 x 1920 SSD","High"
"x1.16xlarge",12.615,"64","976 GiB","Windows","1 x 1920 SSD","High"
"x1.32xlarge",19.341,"128","1952 GiB","Linux","2 x 1920 SSD","High"
"x1.32xlarge",25.229,"128","1952 GiB","Windows","2 x 1920 SSD","High"
"x1e.16xlarge",19.344,"64","1952 GiB","Linux","1 x 1920 SSD","10 Gigabit"
"x1e.16xlarge",22.288,"64","1952 GiB","Windows","1 x 1920 SSD","10 Gigabit"
"x1e.2xlarge",2.418,"8","244 GiB","Linux","1 x 240 SSD","Up to 10 Gigabit"
"x1e.2xlarge",2.786,"8","244 GiB","Windows","1 x 240 SSD","Up to 10 Gigabit"
"x1e.32xlarge",38.688,"128","3904 GiB","Linux","2 x 1920 SSD","25 Gigabit"
"x1e.32xlarge",44.576,"128","3904 GiB","Windows","2 x 1920 SSD","25 Gigabit"
"x1e.4xlarge",4.836,"16","488 GiB","Linux","1 x 480 SSD","Up to 10 Gigabit"
"x1e.4xlarge",5.572,"16","488 GiB","Windows","1 x 480 SSD","Up to 10 Gigabit"
"x1e.8xlarge",9.672,"32","976 GiB","Linux","1 x 960 SSD","Up to 10 Gigabit"
"x1e.8xlarge",11.144,"32","976 GiB","Windows","1 x 960 SSD","Up to 10 Gigabit"
"x1e.xlarge",1.209,"4","122 GiB","Linux","1 x 120 SSD","Up to 10 Gigabit"
"x1e.xlarge",1.393,"4","122 GiB","Windows","1 x 120 SSD","Up to 10 Gigabit"
"x2idn.16xlarge",9.6705,"64","1024 GiB","Linux","1 x 1900 NVMe SSD","50 Gigabit"
"x2idn.16xlarge",12.6145,"64","1024 GiB","Windows","1 x 1900 NVMe SSD","50 Gigabit"
"x2idn.24xlarge",14.50575,"96","1536 GiB","Linux","2 x 1425 NVMe SSD","75 Gigabit"
"x2idn.24xlarge",18.92175,"96","1536 GiB","Windows","2 x 1425 NVMe SSD","75 Gigabit"
"x2idn.32xlarge",19.341,"128","2048 GiB","Linux","2 x 1900 NVMe SSD","100 Gigabit"
"x2idn.32xlarge",25.229,"128","2048 GiB","Windows","2 x 1900 NVMe SSD","100 Gigabit"
"x2idn.metal",19.341,"128","2048 GiB","Linux","2 x 1900 NVMe SSD","100 Gigabit"
"x2idn.metal",25.229,"128","2048 GiB","Windows","2 x 1900 NVMe SSD","100 Gigabit"
"x2iedn.16xlarge",19.341,"64","2048 GiB","Linux","1 x 1900 NVMe SSD","50 Gigabit"
"x2iedn.16xlarge",22.285,"64","2048 GiB","Windows","1 x 1900 NVMe SSD","50 Gigabit"
"x2iedn.24xlarge",29.0115,"96","3072 GiB","Linux","2 x 1425 NVMe SSD","75 Gigabit"
"x2iedn.24xlarge",33.4275,"96","3072 GiB","Windows","2 x 1425 NVMe SSD","75 Gigabit"
"x2iedn.2xlarge",2.41763,"8","256 GiB","Linux","1 x 237 NVMe SSD","Up to 25 Gigabit"
"x2iedn.2xlarge",2.78563,"8","256 GiB","Windows","1 x 237 NVMe SSD","Up to 25 Gigabit"
"x2iedn.32xlarge",38.682,"128","4096 GiB","Linux","2 x 1900 NVMe SSD","100 Gigabit"
"x2iedn.32xlarge",44.57,"128","4096 GiB","Windows","2 x 1900 NVMe SSD","100 Gigabit"
"x2iedn.4xlarge",4.83525,"16","512 GiB","Linux","1 x 475 NVMe SSD","Up to 25 Gigabit"
"x2iedn.4xlarge",5.57125,"16","512 GiB","Windows","1 x 475 NVMe SSD","Up to 25 Gigabit"
"x2iedn.8xlarge",9.6705,"32","1024 GiB","Linux","1 x 950 NVMe SSD","25 Gigabit"
"x2iedn.8xlarge",11.1425,"32","1024 GiB","Windows","1 x 950 NVMe SSD","25 Gigabit"
"x2iedn.metal",38.682,"128","4096 GiB","Linux","2 x 1900 NVMe SSD","100 Gigabit"
"x2iedn.metal",44.57,"128","4096 GiB","Windows","2 x 1900 NVMe SSD","100 Gigabit"
"x2iedn.xlarge",1.20881,"4","128 GiB","Linux","1 x 118 NVMe SSD","Up to 25 Gigabit"
"x2iedn.xlarge",1.39281,"4","128 GiB","Windows","1 x 118 NVMe SSD","Up to 25 Gigabit"
"z1d.12xlarge",5.4,"48","384 GiB","Linux","2 x 900 NVMe SSD","25 Gigabit"
"z1d.12xlarge",7.608,"48","384 GiB","Windows","2 x 900 NVMe SSD","25 Gigabit"
"z1d.2xlarge",0.9,"8","64 GiB","Linux","1 x 300 NVMe SSD","Up to 10 Gigabit"
"z1d.2xlarge",1.268,"8","64 GiB","Windows","1 x 300 NVMe SSD","Up to 10 Gigabit"
"z1d.3xlarge",1.35,"12","96 GiB","Linux","1 x 450 NVMe SSD","Up to 10 Gigabit"
"z1d.3xlarge",1.902,"12","96 GiB","Windows","1 x 450 NVMe SSD","Up to 10 Gigabit"
"z1d.6xlarge",2.7,"24","192 GiB","Linux","1 x 900 NVMe SSD","10 Gigabit"
"z1d.6xlarge",3.804,"24","192 GiB","Windows","1 x 900 NVMe SSD","10 Gigabit"
"z1d.large",0.225,"2","16 GiB","Linux","1 x 75 NVMe SSD","Up to 10 Gigabit"
"z1d.large",0.317,"2","16 GiB","Windows","1 x 75 NVMe SSD","Up to 10 Gigabit"
"z1d.metal",5.4,"48","384 GiB","Linux","2 x 900 NVMe SSD","25 Gigabit"
"z1d.metal",7.608,"48","384 GiB","Windows","2 x 900 NVMe SSD","25 Gigabit"
"z1d.xlarge",0.45,"4","32 GiB","Linux","1 x 150 NVMe SSD","Up to 10 Gigabit"
"z1d.xlarge",0.634,"4","32 GiB","Windows","1 x 150 NVMe SSD","Up to 10 Gigabit"
